"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","57.80","59.40","58.59","58.95","RMA"
"Canadian Dollar","CAD","62.75","64.55","63.61","64.07","RMA"
"Danish Kroner","DKK","-","-","13.85","13.95","RMA"
"OEuro","EUR","102.00","104.85","103.39","104.1","RMA"
"Hongkong Dollar","HKD","11.15","11.45","11.31","11.39","RMA"
"Japanese Yen 100","JPY","58.90","60.55","59.71","60.13","RMA"
"Norwegian Kroner","NOK","-","-","8.94","9.0","RMA"
"Pound Sterling","GBP","118.05","121.35","119.65","120.47","RMA"
"Singapore Dollar","SGD","67.70","69.65","68.64","69.15","RMA"
"Swedish Kroner","SEK","-","-","9.45","9.52","RMA"
"Swiss Franc","CHF","109.10","112.25","110.6","111.43","RMA"
"US Dollar","USD","86.90","89.60","88.0","88.61","RMA"
