"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.35","69.25","68.27","68.73","RMA"
"Canadian Dollar (CAD)","CAD","68.80","70.70","69.71","70.22","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.87","14.98","RMA"
"OEuro (EURO)","EUR","109.65","112.70","111.16","111.9","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.11","12.19","RMA"
"Japanese Yen 100 (JPY)","JPY","59.60","61.30","60.42","60.85","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.24","10.31","RMA"
"Pound Sterling (GBP)","GBP","126.90","130.40","128.62","129.48","RMA"
"Singapore Dollar (SGD)","SGD","73.40","75.50","74.39","74.96","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.25","10.32","RMA"
"Swiss Franc (CHF)","CHF","119.50","122.90","121.1","122.0","RMA"
"US Dollar (USD)","USD","93.70","96.60","94.85","95.51","RMA"
