"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","57.80","59.40","58.57","58.97","RMA"
"Canadian Dollar","CAD","62.75","64.55","63.61","64.07","RMA"
"Danish Kroner","DKK","-","-","13.83","13.93","RMA"
"OEuro","EUR","101.85","104.70","103.23","103.94","RMA"
"Hongkong Dollar","HKD","11.15","11.50","11.31","11.39","RMA"
"Japanese Yen 100","JPY","58.70","60.35","59.52","59.94","RMA"
"Norwegian Kroner","NOK","-","-","8.91","8.97","RMA"
"Pound Sterling","GBP","117.70","120.95","119.3","120.1","RMA"
"Singapore Dollar","SGD","67.70","69.65","68.62","69.14","RMA"
"Swedish Kroner","SEK","-","-","9.43","9.5","RMA"
"Swiss Franc","CHF","108.95","112.00","110.41","111.2","RMA"
"US Dollar","USD","86.95","89.65","88.05","88.67","RMA"
