"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","57.15","58.75","57.94","58.32","RMA"
"Canadian Dollar","CAD","62.35","64.15","63.22","63.67","RMA"
"Danish Kroner","DKK","-","-","13.73","13.82","RMA"
"OEuro","EUR","101.15","103.95","102.51","103.22","RMA"
"Hongkong Dollar","HKD","11.25","11.55","11.39","11.47","RMA"
"Japanese Yen 100","JPY","56.65","58.25","57.44","57.85","RMA"
"Norwegian Kroner","NOK","-","-","8.79","8.85","RMA"
"Pound Sterling","GBP","114.85","118.00","116.43","117.16","RMA"
"Singapore Dollar","SGD","67.15","69.05","68.07","68.58","RMA"
"Swedish Kroner","SEK","-","-","9.37","9.45","RMA"
"Swiss Franc","CHF","108.95","112.05","110.43","111.26","RMA"
"US Dollar","USD","87.45","90.15","88.55","89.16","RMA"
