"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.00","67.85","66.9","67.35","RMA"
"Canadian Dollar (CAD)","CAD","66.90","68.75","67.79","68.28","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.66","14.76","RMA"
"OEuro (EURO)","EUR","108.15","111.15","109.61","110.36","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.11","12.19","RMA"
"Japanese Yen 100 (JPY)","JPY","59.35","61.05","60.17","60.59","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.96","10.03","RMA"
"Pound Sterling (GBP)","GBP","126.15","129.60","127.84","128.69","RMA"
"Singapore Dollar (SGD)","SGD","73.10","75.15","74.07","74.63","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.03","10.1","RMA"
"Swiss Franc (CHF)","CHF","115.75","119.00","117.33","118.16","RMA"
"US Dollar (USD)","USD","93.80","96.70","94.99","95.65","RMA"
