"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.15","69.00","68.07","68.5","RMA"
"Canadian Dollar (CAD)","CAD","68.45","70.35","69.36","69.84","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.95","15.06","RMA"
"OEuro (EURO)","EUR","110.30","113.35","111.78","112.54","RMA"
"Hongkong Dollar (HKD)","HKD","12.00","12.35","12.17","12.26","RMA"
"Japanese Yen 100 (JPY)","JPY","59.50","61.15","60.29","60.71","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.26","10.33","RMA"
"Pound Sterling (GBP)","GBP","128.55","132.10","130.31","131.18","RMA"
"Singapore Dollar (SGD)","SGD","74.15","76.20","75.15","75.67","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.1","10.17","RMA"
"Swiss Franc (CHF)","CHF","118.30","121.70","119.92","120.81","RMA"
"US Dollar (USD)","USD","94.30","97.20","95.48","96.14","RMA"
