"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.25","57.80","57.01","57.4","RMA"
"Canadian Dollar","CAD","61.55","63.30","62.39","62.84","RMA"
"Danish Kroner","DKK","-","-","13.67","13.77","RMA"
"OEuro","EUR","100.80","103.60","102.15","102.85","RMA"
"Hongkong Dollar","HKD","11.10","11.45","11.27","11.35","RMA"
"Japanese Yen 100","JPY","57.15","58.75","57.91","58.32","RMA"
"Norwegian Kroner","NOK","-","-","8.69","8.76","RMA"
"Pound Sterling","GBP","116.15","119.40","117.71","118.52","RMA"
"Singapore Dollar","SGD","66.70","68.60","67.61","68.11","RMA"
"Swedish Kroner","SEK","-","-","9.26","9.33","RMA"
"Swiss Franc","CHF","108.55","111.60","110.0","110.79","RMA"
"US Dollar","USD","86.50","89.20","87.61","88.22","RMA"
