"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.55","68.40","67.43","67.89","RMA"
"Canadian Dollar (CAD)","CAD","67.35","69.25","68.28","68.77","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.67","14.77","RMA"
"OEuro (EURO)","EUR","108.20","111.20","109.66","110.4","RMA"
"Hongkong Dollar (HKD)","HKD","12.10","12.40","12.24","12.33","RMA"
"Japanese Yen 100 (JPY)","JPY","58.20","59.85","59.01","59.42","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.98","10.05","RMA"
"Pound Sterling (GBP)","GBP","127.20","130.70","128.9","129.76","RMA"
"Singapore Dollar (SGD)","SGD","73.40","75.50","74.41","74.95","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.93","10.0","RMA"
"Swiss Franc (CHF)","CHF","116.90","120.25","118.51","119.37","RMA"
"US Dollar (USD)","USD","94.80","97.75","96.0","96.67","RMA"
