"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","59.55","61.15","60.34","60.72","RMA"
"Canadian Dollar (CAD)","CAD","63.90","65.70","64.77","65.24","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.03","14.13","RMA"
"OEuro (EURO)","EUR","103.40","106.30","104.83","105.55","RMA"
"Hongkong Dollar (HKD)","HKD","11.40","11.70","11.55","11.63","RMA"
"Japanese Yen 100 (JPY)","JPY","56.10","57.70","56.87","57.28","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","8.94","9.0","RMA"
"Pound Sterling (GBP)","GBP","119.45","122.75","121.07","121.88","RMA"
"Singapore Dollar (SGD)","SGD","69.05","71.00","69.98","70.48","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.81","9.88","RMA"
"Swiss Franc (CHF)","CHF","111.00","114.15","112.51","113.35","RMA"
"US Dollar (USD)","USD","88.95","91.75","90.08","90.71","RMA"
