"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.45","68.30","67.33","67.79","RMA"
"Canadian Dollar (CAD)","CAD","67.55","69.45","68.45","68.94","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.7","14.81","RMA"
"OEuro (EURO)","EUR","108.45","111.45","109.92","110.67","RMA"
"Hongkong Dollar (HKD)","HKD","12.00","12.35","12.18","12.27","RMA"
"Japanese Yen 100 (JPY)","JPY","58.85","60.50","59.67","60.09","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.09","10.17","RMA"
"Pound Sterling (GBP)","GBP","125.55","129.05","127.25","128.1","RMA"
"Singapore Dollar (SGD)","SGD","73.05","75.10","74.03","74.58","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.09","10.17","RMA"
"Swiss Franc (CHF)","CHF","118.00","121.35","119.62","120.47","RMA"
"US Dollar (USD)","USD","94.30","97.20","95.48","96.14","RMA"
