"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.60","58.10","57.34","57.71","RMA"
"Canadian Dollar","CAD","62.25","64.00","63.11","63.57","RMA"
"Danish Kroner","DKK","-","-","13.69","13.79","RMA"
"OEuro","EUR","100.90","103.75","102.29","102.99","RMA"
"Hongkong Dollar","HKD","11.20","11.50","11.34","11.43","RMA"
"Japanese Yen 100","JPY","55.90","57.45","56.66","57.06","RMA"
"Norwegian Kroner","NOK","-","-","8.73","8.8","RMA"
"Pound Sterling","GBP","114.45","117.65","116.01","116.78","RMA"
"Singapore Dollar","SGD","66.85","68.75","67.76","68.24","RMA"
"Swedish Kroner","SEK","-","-","9.31","9.38","RMA"
"Swiss Franc","CHF","108.75","111.90","110.24","111.08","RMA"
"US Dollar","USD","87.25","90.00","88.37","88.98","RMA"
