"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","65.60","67.45","66.5","66.95","RMA"
"Canadian Dollar (CAD)","CAD","66.95","68.85","67.85","68.34","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.62","14.73","RMA"
"OEuro (EURO)","EUR","107.85","110.85","109.3","110.04","RMA"
"Hongkong Dollar (HKD)","HKD","11.70","12.05","11.86","11.95","RMA"
"Japanese Yen 100 (JPY)","JPY","57.65","59.30","58.44","58.86","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.95","10.02","RMA"
"Pound Sterling (GBP)","GBP","123.90","127.30","125.58","126.41","RMA"
"Singapore Dollar (SGD)","SGD","72.05","74.10","73.04","73.59","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.14","10.21","RMA"
"Swiss Franc (CHF)","CHF","117.25","120.60","118.85","119.74","RMA"
"US Dollar (USD)","USD","91.75","94.60","92.9","93.54","RMA"
