"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","58.75","60.35","59.55","59.91","RMA"
"Canadian Dollar","CAD","63.50","65.30","64.36","64.81","RMA"
"Danish Kroner","DKK","-","-","14.01","14.11","RMA"
"OEuro","EUR","103.20","106.10","104.62","105.34","RMA"
"Hongkong Dollar","HKD","11.40","11.70","11.53","11.61","RMA"
"Japanese Yen 100","JPY","57.15","58.75","57.93","58.35","RMA"
"Norwegian Kroner","NOK","-","-","8.88","8.95","RMA"
"Pound Sterling","GBP","118.20","121.50","119.82","120.61","RMA"
"Singapore Dollar","SGD","68.35","70.30","69.3","69.82","RMA"
"Swedish Kroner","SEK","-","-","9.54","9.61","RMA"
"Swiss Franc","CHF","110.30","113.45","111.79","112.64","RMA"
"US Dollar","USD","88.65","91.40","89.76","90.39","RMA"
