"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","64.80","66.55","65.65","66.1","RMA"
"Canadian Dollar (CAD)","CAD","66.80","68.65","67.69","68.17","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.23","14.33","RMA"
"OEuro (EURO)","EUR","104.90","107.80","106.33","107.05","RMA"
"Hongkong Dollar (HKD)","HKD","11.60","11.90","11.75","11.83","RMA"
"Japanese Yen 100 (JPY)","JPY","57.15","58.75","57.94","58.34","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.52","9.59","RMA"
"Pound Sterling (GBP)","GBP","121.55","124.90","123.2","124.03","RMA"
"Singapore Dollar (SGD)","SGD","71.20","73.20","72.14","72.68","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.94","10.01","RMA"
"Swiss Franc (CHF)","CHF","116.25","119.55","117.84","118.67","RMA"
"US Dollar (USD)","USD","90.85","93.65","91.98","92.61","RMA"
