"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.20","57.75","56.94","57.33","RMA"
"Canadian Dollar","CAD","61.60","63.35","62.44","62.9","RMA"
"Danish Kroner","DKK","-","-","13.66","13.75","RMA"
"OEuro","EUR","100.65","103.45","101.99","102.69","RMA"
"Hongkong Dollar","HKD","11.15","11.45","11.29","11.37","RMA"
"Japanese Yen 100","JPY","57.05","58.65","57.81","58.23","RMA"
"Norwegian Kroner","NOK","-","-","8.72","8.79","RMA"
"Pound Sterling","GBP","115.90","119.15","117.48","118.29","RMA"
"Singapore Dollar","SGD","66.75","68.65","67.65","68.16","RMA"
"Swedish Kroner","SEK","-","-","9.31","9.38","RMA"
"Swiss Franc","CHF","108.95","112.05","110.42","111.25","RMA"
"US Dollar","USD","86.70","89.35","87.76","88.38","RMA"
