"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","64.85","66.65","65.74","66.18","RMA"
"Canadian Dollar (CAD)","CAD","66.60","68.45","67.48","67.97","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.27","14.37","RMA"
"OEuro (EURO)","EUR","105.20","108.15","106.64","107.36","RMA"
"Hongkong Dollar (HKD)","HKD","11.65","11.95","11.79","11.87","RMA"
"Japanese Yen 100 (JPY)","JPY","57.35","59.00","58.14","58.56","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.63","9.71","RMA"
"Pound Sterling (GBP)","GBP","121.80","125.20","123.46","124.3","RMA"
"Singapore Dollar (SGD)","SGD","71.40","73.45","72.39","72.91","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.94","10.01","RMA"
"Swiss Franc (CHF)","CHF","115.95","119.25","117.52","118.39","RMA"
"US Dollar (USD)","USD","91.25","94.10","92.41","93.05","RMA"
