"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","59.30","60.95","60.11","60.52","RMA"
"Canadian Dollar (CAD)","CAD","63.85","65.65","64.7","65.17","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.03","14.13","RMA"
"OEuro (EURO)","EUR","103.50","106.35","104.88","105.6","RMA"
"Hongkong Dollar (HKD)","HKD","11.35","11.70","11.52","11.6","RMA"
"Japanese Yen 100 (JPY)","JPY","56.50","58.10","57.29","57.7","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","8.87","8.94","RMA"
"Pound Sterling (GBP)","GBP","119.10","122.40","120.7","121.52","RMA"
"Singapore Dollar (SGD)","SGD","69.00","70.95","69.93","70.43","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.74","9.81","RMA"
"Swiss Franc (CHF)","CHF","111.05","114.25","112.58","113.41","RMA"
"US Dollar (USD)","USD","88.70","91.45","89.8","90.43","RMA"
