"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.10","67.90","66.97","67.43","RMA"
"Canadian Dollar (CAD)","CAD","67.55","69.45","68.46","68.95","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.7","14.8","RMA"
"OEuro (EURO)","EUR","108.40","111.40","109.88","110.62","RMA"
"Hongkong Dollar (HKD)","HKD","12.10","12.40","12.25","12.34","RMA"
"Japanese Yen 100 (JPY)","JPY","58.35","510.00","59.15","59.56","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.94","10.01","RMA"
"Pound Sterling (GBP)","GBP","127.40","130.90","129.11","129.97","RMA"
"Singapore Dollar (SGD)","SGD","73.40","75.50","74.39","74.94","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.94","10.01","RMA"
"Swiss Franc (CHF)","CHF","117.35","120.70","118.92","119.81","RMA"
"US Dollar (USD)","USD","94.85","97.80","96.05","96.71","RMA"
