"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.90","68.75","67.81","68.27","RMA"
"Canadian Dollar (CAD)","CAD","67.70","69.60","68.62","69.12","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.76","14.87","RMA"
"OEuro (EURO)","EUR","108.85","111.90","110.33","111.08","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.25","12.09","12.18","RMA"
"Japanese Yen 100 (JPY)","JPY","58.70","60.35","59.48","59.91","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.24","10.33","RMA"
"Pound Sterling (GBP)","GBP","125.45","128.95","127.17","128.02","RMA"
"Singapore Dollar (SGD)","SGD","73.15","75.25","74.15","74.7","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.23","10.3","RMA"
"Swiss Franc (CHF)","CHF","119.35","122.70","120.95","121.82","RMA"
"US Dollar (USD)","USD","93.60","96.50","94.77","95.43","RMA"
