"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","58.60","60.20","59.39","59.78","RMA"
"Canadian Dollar","CAD","63.45","65.20","64.29","64.74","RMA"
"Danish Kroner","DKK","-","-","14.03","14.13","RMA"
"OEuro","EUR","103.40","106.30","104.82","105.54","RMA"
"Hongkong Dollar","HKD","11.40","11.70","11.53","11.61","RMA"
"Japanese Yen 100","JPY","57.20","58.80","57.97","58.38","RMA"
"Norwegian Kroner","NOK","-","-","8.9","8.98","RMA"
"Pound Sterling","GBP","118.20","121.45","119.8","120.6","RMA"
"Singapore Dollar","SGD","68.35","70.30","69.28","69.81","RMA"
"Swedish Kroner","SEK","-","-","9.56","9.63","RMA"
"Swiss Franc","CHF","110.75","113.85","112.23","113.04","RMA"
"US Dollar","USD","88.65","91.40","89.75","90.38","RMA"
