"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","64.25","66.05","65.12","65.56","RMA"
"Canadian Dollar (CAD)","CAD","66.95","68.85","67.87","68.36","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.52","14.62","RMA"
"OEuro (EURO)","EUR","107.05","110.05","108.51","109.26","RMA"
"Hongkong Dollar (HKD)","HKD","11.85","12.15","12.0","12.08","RMA"
"Japanese Yen 100 (JPY)","JPY","58.05","59.70","58.85","59.26","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.71","9.78","RMA"
"Pound Sterling (GBP)","GBP","123.70","127.15","125.35","126.22","RMA"
"Singapore Dollar (SGD)","SGD","72.15","74.20","73.11","73.67","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.01","10.08","RMA"
"Swiss Franc (CHF)","CHF","116.90","120.20","118.49","119.36","RMA"
"US Dollar (USD)","USD","92.70","95.60","93.87","94.52","RMA"
