"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","63.95","65.70","64.83","65.22","RMA"
"Canadian Dollar (CAD)","CAD","66.35","68.20","67.23","67.71","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.29","14.39","RMA"
"OEuro (EURO)","EUR","105.35","108.25","106.76","107.49","RMA"
"Hongkong Dollar (HKD)","HKD","11.60","11.90","11.76","11.84","RMA"
"Japanese Yen 100 (JPY)","JPY","57.70","59.30","58.49","58.9","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.53","9.6","RMA"
"Pound Sterling (GBP)","GBP","121.25","124.60","122.89","123.7","RMA"
"Singapore Dollar (SGD)","SGD","71.05","73.10","72.01","72.57","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.96","10.03","RMA"
"Swiss Franc (CHF)","CHF","115.75","119.05","117.33","118.19","RMA"
"US Dollar (USD)","USD","90.80","93.60","91.93","92.57","RMA"
