"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","63.45","65.20","64.33","64.75","RMA"
"Canadian Dollar (CAD)","CAD","65.80","67.65","66.68","67.16","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.35","14.45","RMA"
"OEuro (EURO)","EUR","105.80","108.75","107.24","107.96","RMA"
"Hongkong Dollar (HKD)","HKD","11.70","12.00","11.85","11.93","RMA"
"Japanese Yen 100 (JPY)","JPY","57.45","59.05","58.22","58.63","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.54","9.61","RMA"
"Pound Sterling (GBP)","GBP","121.35","124.70","123.0","123.82","RMA"
"Singapore Dollar (SGD)","SGD","71.35","73.35","72.29","72.83","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.85","9.92","RMA"
"Swiss Franc (CHF)","CHF","114.75","118.05","116.32","117.2","RMA"
"US Dollar (USD)","USD","91.70","94.55","92.84","93.48","RMA"
