"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.80","68.60","67.7","68.13","RMA"
"Canadian Dollar (CAD)","CAD","68.15","70.05","69.08","69.56","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.76","14.86","RMA"
"OEuro (EURO)","EUR","108.80","111.85","110.29","111.04","RMA"
"Hongkong Dollar (HKD)","HKD","11.85","12.20","12.03","12.12","RMA"
"Japanese Yen 100 (JPY)","JPY","58.35","59.95","59.12","59.53","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.15","10.22","RMA"
"Pound Sterling (GBP)","GBP","125.60","129.05","127.28","128.15","RMA"
"Singapore Dollar (SGD)","SGD","72.90","74.95","73.87","74.42","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.18","10.26","RMA"
"Swiss Franc (CHF)","CHF","117.80","121.15","119.38","120.29","RMA"
"US Dollar (USD)","USD","93.15","96.05","94.31","94.97","RMA"
