"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.05","68.90","67.96","68.41","RMA"
"Canadian Dollar (CAD)","CAD","67.90","69.80","68.82","69.31","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.79","14.9","RMA"
"OEuro (EURO)","EUR","109.15","112.15","110.6","111.36","RMA"
"Hongkong Dollar (HKD)","HKD","12.00","12.35","12.16","12.24","RMA"
"Japanese Yen 100 (JPY)","JPY","59.10","60.75","59.92","60.34","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.14","10.21","RMA"
"Pound Sterling (GBP)","GBP","127.60","131.15","129.33","130.2","RMA"
"Singapore Dollar (SGD)","SGD","73.75","75.80","74.73","75.26","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.05","10.13","RMA"
"Swiss Franc (CHF)","CHF","116.20","119.45","117.77","118.62","RMA"
"US Dollar (USD)","USD","94.20","97.10","95.37","96.03","RMA"
