"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.35","69.20","68.26","68.72","RMA"
"Canadian Dollar (CAD)","CAD","67.70","69.60","68.6","69.09","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.8","14.91","RMA"
"OEuro (EURO)","EUR","109.15","112.20","110.65","111.4","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.12","12.21","RMA"
"Japanese Yen 100 (JPY)","JPY","58.70","60.35","59.49","59.91","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.25","10.32","RMA"
"Pound Sterling (GBP)","GBP","126.30","129.80","127.99","128.86","RMA"
"Singapore Dollar (SGD)","SGD","73.30","75.40","74.32","74.86","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.22","10.29","RMA"
"Swiss Franc (CHF)","CHF","119.30","122.65","120.9","121.75","RMA"
"US Dollar (USD)","USD","93.85","96.75","95.04","95.69","RMA"
