"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.30","57.90","57.08","57.47","RMA"
"Canadian Dollar","CAD","61.75","63.50","62.61","63.06","RMA"
"Danish Kroner","DKK","-","-","13.6","13.7","RMA"
"OEuro","EUR","100.25","103.05","101.6","102.3","RMA"
"Hongkong Dollar","HKD","11.15","11.45","11.28","11.36","RMA"
"Japanese Yen 100","JPY","56.65","58.25","57.43","57.84","RMA"
"Norwegian Kroner","NOK","-","-","8.77","8.84","RMA"
"Pound Sterling","GBP","115.40","118.65","116.98","117.78","RMA"
"Singapore Dollar","SGD","66.50","68.40","67.43","67.93","RMA"
"Swedish Kroner","SEK","-","-","9.31","9.37","RMA"
"Swiss Franc","CHF","108.35","111.40","109.81","110.6","RMA"
"US Dollar","USD","86.55","89.25","87.64","88.25","RMA"
