"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.00","67.80","66.88","67.31","RMA"
"Canadian Dollar (CAD)","CAD","66.85","68.70","67.75","68.23","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.65","14.75","RMA"
"OEuro (EURO)","EUR","108.05","111.05","109.5","110.24","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.11","12.19","RMA"
"Japanese Yen 100 (JPY)","JPY","59.15","60.80","59.97","60.38","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.96","10.04","RMA"
"Pound Sterling (GBP)","GBP","125.95","129.45","127.68","128.53","RMA"
"Singapore Dollar (SGD)","SGD","73.15","75.20","74.13","74.66","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.01","10.08","RMA"
"Swiss Franc (CHF)","CHF","115.60","118.90","117.16","118.03","RMA"
"US Dollar (USD)","USD","93.80","96.70","94.98","95.64","RMA"
