"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.55","58.10","57.31","57.69","RMA"
"Canadian Dollar","CAD","61.75","63.45","62.57","63.02","RMA"
"Danish Kroner","DKK","-","-","13.6","13.69","RMA"
"OEuro","EUR","100.15","102.95","101.53","102.23","RMA"
"Hongkong Dollar","HKD","11.20","11.55","11.37","11.45","RMA"
"Japanese Yen 100","JPY","56.75","58.35","57.51","57.92","RMA"
"Norwegian Kroner","NOK","-","-","8.65","8.72","RMA"
"Pound Sterling","GBP","113.75","116.85","115.29","116.03","RMA"
"Singapore Dollar","SGD","66.75","68.60","67.63","68.13","RMA"
"Swedish Kroner","SEK","-","-","9.22","9.29","RMA"
"Swiss Franc","CHF","107.55","110.65","109.01","109.84","RMA"
"US Dollar","USD","87.30","90.00","88.4","89.02","RMA"
