"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.60","58.15","57.35","57.71","RMA"
"Canadian Dollar","CAD","61.80","63.55","62.65","63.09","RMA"
"Danish Kroner","DKK","-","-","13.67","13.76","RMA"
"OEuro","EUR","100.70","103.50","102.06","102.76","RMA"
"Hongkong Dollar","HKD","11.20","11.55","11.37","11.45","RMA"
"Japanese Yen 100","JPY","56.85","58.45","57.62","58.03","RMA"
"Norwegian Kroner","NOK","-","-","8.66","8.72","RMA"
"Pound Sterling","GBP","114.30","117.50","115.86","116.64","RMA"
"Singapore Dollar","SGD","66.90","68.85","67.83","68.34","RMA"
"Swedish Kroner","SEK","-","-","9.24","9.3","RMA"
"Swiss Franc","CHF","107.95","111.00","109.41","110.23","RMA"
"US Dollar","USD","87.35","90.05","88.44","89.06","RMA"
