"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","65.95","67.75","66.82","67.26","RMA"
"Canadian Dollar (CAD)","CAD","66.70","68.60","67.61","68.1","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.67","14.77","RMA"
"OEuro (EURO)","EUR","108.20","111.20","109.67","110.42","RMA"
"Hongkong Dollar (HKD)","HKD","11.90","12.25","12.06","12.14","RMA"
"Japanese Yen 100 (JPY)","JPY","58.20","59.85","59.0","59.42","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.93","10.0","RMA"
"Pound Sterling (GBP)","GBP","125.20","128.65","126.87","127.72","RMA"
"Singapore Dollar (SGD)","SGD","72.70","74.75","73.68","74.23","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.07","10.14","RMA"
"Swiss Franc (CHF)","CHF","117.50","120.80","119.1","119.96","RMA"
"US Dollar (USD)","USD","93.30","96.20","94.48","95.14","RMA"
