"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.15","69.00","68.04","68.5","RMA"
"Canadian Dollar (CAD)","CAD","68.80","70.70","69.71","70.21","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.86","14.97","RMA"
"OEuro (EURO)","EUR","109.60","112.65","111.09","111.85","RMA"
"Hongkong Dollar (HKD)","HKD","11.90","12.25","12.08","12.17","RMA"
"Japanese Yen 100 (JPY)","JPY","59.65","61.30","60.45","60.88","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.21","10.28","RMA"
"Pound Sterling (GBP)","GBP","127.00","130.50","128.72","129.58","RMA"
"Singapore Dollar (SGD)","SGD","73.35","75.40","74.33","74.86","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.24","10.31","RMA"
"Swiss Franc (CHF)","CHF","119.50","122.90","121.11","122.01","RMA"
"US Dollar (USD)","USD","93.50","96.40","94.67","95.34","RMA"
