"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.95","58.55","57.74","58.12","RMA"
"Canadian Dollar","CAD","62.05","63.80","62.9","63.35","RMA"
"Danish Kroner","DKK","-","-","13.74","13.84","RMA"
"OEuro","EUR","101.25","104.10","102.64","103.34","RMA"
"Hongkong Dollar","HKD","11.20","11.50","11.33","11.41","RMA"
"Japanese Yen 100","JPY","57.20","58.80","57.95","58.37","RMA"
"Norwegian Kroner","NOK","-","-","8.79","8.87","RMA"
"Pound Sterling","GBP","115.70","118.90","117.28","118.05","RMA"
"Singapore Dollar","SGD","67.10","69.00","67.99","68.49","RMA"
"Swedish Kroner","SEK","-","-","9.39","9.46","RMA"
"Swiss Franc","CHF","109.45","112.55","110.94","111.76","RMA"
"US Dollar","USD","86.95","89.65","88.05","88.66","RMA"
