"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","59.30","60.90","60.09","60.48","RMA"
"Canadian Dollar (CAD)","CAD","63.95","65.75","64.8","65.28","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.01","14.11","RMA"
"OEuro (EURO)","EUR","103.30","106.20","104.69","105.43","RMA"
"Hongkong Dollar (HKD)","HKD","11.40","11.70","11.53","11.62","RMA"
"Japanese Yen 100 (JPY)","JPY","56.25","57.85","57.01","57.42","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","8.91","8.97","RMA"
"Pound Sterling (GBP)","GBP","119.00","122.30","120.62","121.4","RMA"
"Singapore Dollar (SGD)","SGD","68.95","70.90","69.86","70.4","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.74","9.81","RMA"
"Swiss Franc (CHF)","CHF","110.85","114.00","112.36","113.2","RMA"
"US Dollar (USD)","USD","88.80","91.60","89.92","90.56","RMA"
