"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.95","58.50","57.7","58.09","RMA"
"Canadian Dollar","CAD","62.30","64.10","63.17","63.63","RMA"
"Danish Kroner","DKK","-","-","13.73","13.83","RMA"
"OEuro","EUR","101.20","104.00","102.56","103.26","RMA"
"Hongkong Dollar","HKD","11.20","11.55","11.37","11.45","RMA"
"Japanese Yen 100","JPY","57.35","58.95","58.12","58.54","RMA"
"Norwegian Kroner","NOK","-","-","8.78","8.85","RMA"
"Pound Sterling","GBP","116.40","119.65","117.99","118.78","RMA"
"Singapore Dollar","SGD","67.25","69.10","68.14","68.63","RMA"
"Swedish Kroner","SEK","-","-","9.3","9.37","RMA"
"Swiss Franc","CHF","108.65","111.70","110.1","110.92","RMA"
"US Dollar","USD","87.35","90.05","88.45","89.07","RMA"
