"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","64.00","65.80","64.85","65.31","RMA"
"Canadian Dollar (CAD)","CAD","67.05","68.95","67.95","68.47","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.54","14.65","RMA"
"OEuro (EURO)","EUR","107.25","110.25","108.7","109.48","RMA"
"Hongkong Dollar (HKD)","HKD","11.90","12.25","12.07","12.16","RMA"
"Japanese Yen 100 (JPY)","JPY","58.45","60.15","59.24","59.7","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.65","9.74","RMA"
"Pound Sterling (GBP)","GBP","123.50","126.95","125.18","126.06","RMA"
"Singapore Dollar (SGD)","SGD","72.30","74.40","73.29","73.88","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.96","10.04","RMA"
"Swiss Franc (CHF)","CHF","116.65","120.00","118.23","119.14","RMA"
"US Dollar (USD)","USD","93.40","96.35","94.57","95.27","RMA"
