"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.70","68.60","67.63","68.09","RMA"
"Canadian Dollar (CAD)","CAD","67.35","69.25","68.25","68.74","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.75","14.85","RMA"
"OEuro (EURO)","EUR","108.75","111.80","110.24","110.99","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.25","12.09","12.17","RMA"
"Japanese Yen 100 (JPY)","JPY","58.40","60.05","59.21","59.63","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.16","10.23","RMA"
"Pound Sterling (GBP)","GBP","125.85","129.30","127.57","128.39","RMA"
"Singapore Dollar (SGD)","SGD","72.80","74.90","73.79","74.35","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.14","10.21","RMA"
"Swiss Franc (CHF)","CHF","118.60","121.95","120.2","121.09","RMA"
"US Dollar (USD)","USD","93.55","96.45","94.72","95.37","RMA"
