"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","66.15","68.00","67.07","67.52","RMA"
"Canadian Dollar (CAD)","CAD","67.35","69.25","68.25","68.73","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.71","14.82","RMA"
"OEuro (EURO)","EUR","108.50","111.55","109.98","110.73","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.14","12.22","RMA"
"Japanese Yen 100 (JPY)","JPY","58.60","60.25","59.37","59.8","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.04","10.13","RMA"
"Pound Sterling (GBP)","GBP","125.65","129.15","127.37","128.22","RMA"
"Singapore Dollar (SGD)","SGD","73.00","75.05","73.97","74.51","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.09","10.16","RMA"
"Swiss Franc (CHF)","CHF","117.85","121.15","119.42","120.3","RMA"
"US Dollar (USD)","USD","93.95","96.85","95.12","95.78","RMA"
