"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","56.65","58.20","57.43","57.8","RMA"
"Canadian Dollar","CAD","62.15","63.90","62.97","63.42","RMA"
"Danish Kroner","DKK","-","-","13.72","13.81","RMA"
"OEuro","EUR","101.10","103.90","102.46","103.15","RMA"
"Hongkong Dollar","HKD","11.20","11.50","11.35","11.43","RMA"
"Japanese Yen 100","JPY","56.20","57.75","56.94","57.34","RMA"
"Norwegian Kroner","NOK","-","-","8.72","8.78","RMA"
"Pound Sterling","GBP","114.70","117.90","116.27","117.04","RMA"
"Singapore Dollar","SGD","66.95","68.80","67.86","68.33","RMA"
"Swedish Kroner","SEK","-","-","9.31","9.38","RMA"
"Swiss Franc","CHF","109.50","112.60","110.99","111.78","RMA"
"US Dollar","USD","87.30","90.00","88.39","89.01","RMA"
