"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","63.20","65.00","64.08","64.51","RMA"
"Canadian Dollar (CAD)","CAD","66.05","67.95","66.95","67.44","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.18","14.28","RMA"
"OEuro (EURO)","EUR","104.55","107.45","105.97","106.66","RMA"
"Hongkong Dollar (HKD)","HKD","11.55","11.85","11.7","11.79","RMA"
"Japanese Yen 100 (JPY)","JPY","57.20","58.80","57.98","58.39","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.47","9.54","RMA"
"Pound Sterling (GBP)","GBP","120.35","123.65","121.97","122.79","RMA"
"Singapore Dollar (SGD)","SGD","70.50","72.50","71.44","71.99","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.9","9.97","RMA"
"Swiss Franc (CHF)","CHF","115.50","118.70","117.04","117.87","RMA"
"US Dollar (USD)","USD","90.40","93.20","91.54","92.18","RMA"
