"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","65.80","67.60","66.67","67.12","RMA"
"Canadian Dollar (CAD)","CAD","66.45","68.30","67.35","67.82","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.64","14.74","RMA"
"OEuro (EURO)","EUR","107.95","110.95","109.42","110.17","RMA"
"Hongkong Dollar (HKD)","HKD","11.90","12.20","12.04","12.13","RMA"
"Japanese Yen 100 (JPY)","JPY","58.05","59.65","58.82","59.24","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.9","9.97","RMA"
"Pound Sterling (GBP)","GBP","124.85","128.30","126.55","127.4","RMA"
"Singapore Dollar (SGD)","SGD","72.55","74.65","73.56","74.11","RMA"
"Swedish Kroner (SEK)","SEK","-","-","10.04","10.11","RMA"
"Swiss Franc (CHF)","CHF","117.05","120.35","118.66","119.5","RMA"
"US Dollar (USD)","USD","93.15","96.05","94.32","94.98","RMA"
