"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","67.55","69.45","68.49","68.94","RMA"
"Canadian Dollar (CAD)","CAD","67.75","69.65","68.65","69.14","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.82","14.92","RMA"
"OEuro (EURO)","EUR","109.30","112.35","110.77","111.52","RMA"
"Hongkong Dollar (HKD)","HKD","11.95","12.30","12.14","12.22","RMA"
"Japanese Yen 100 (JPY)","JPY","58.80","60.45","59.58","60.0","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","10.2","10.28","RMA"
"Pound Sterling (GBP)","GBP","127.50","131.05","129.24","130.11","RMA"
"Singapore Dollar (SGD)","SGD","73.85","75.95","74.85","75.41","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.99","10.06","RMA"
"Swiss Franc (CHF)","CHF","116.70","120.00","118.29","119.15","RMA"
"US Dollar (USD)","USD","93.95","96.90","95.15","95.81","RMA"
