"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar","AUD","57.35","58.95","58.13","58.51","RMA"
"Canadian Dollar","CAD","62.55","64.35","63.41","63.87","RMA"
"Danish Kroner","DKK","-","-","13.76","13.86","RMA"
"OEuro","EUR","101.40","104.25","102.78","103.49","RMA"
"Hongkong Dollar","HKD","11.25","11.55","11.39","11.47","RMA"
"Japanese Yen 100","JPY","56.75","58.35","57.53","57.94","RMA"
"Norwegian Kroner","NOK","-","-","8.81","8.87","RMA"
"Pound Sterling","GBP","115.15","118.35","116.71","117.49","RMA"
"Singapore Dollar","SGD","67.20","69.10","68.1","68.61","RMA"
"Swedish Kroner","SEK","-","-","9.4","9.47","RMA"
"Swiss Franc","CHF","109.25","112.35","110.73","111.56","RMA"
"US Dollar","USD","87.40","90.10","88.48","89.09","RMA"
