"Currency","CUR","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Source"
"Australian Dollar (AUD)","AUD","65.15","66.95","66.02","66.46","RMA"
"Canadian Dollar (CAD)","CAD","65.70","67.60","66.61","67.09","RMA"
"Danish Kroner (DKK)","DKK","-","-","14.45","14.55","RMA"
"OEuro (EURO)","EUR","106.55","109.50","108.01","108.73","RMA"
"Hongkong Dollar (HKD)","HKD","11.85","12.20","12.01","12.09","RMA"
"Japanese Yen 100 (JPY)","JPY","57.75","59.35","58.51","58.93","RMA"
"Norwegian Kroner (NOK)","NOK","-","-","9.74","9.82","RMA"
"Pound Sterling (GBP)","GBP","122.95","126.30","124.62","125.41","RMA"
"Singapore Dollar (SGD)","SGD","71.95","74.00","72.93","73.48","RMA"
"Swedish Kroner (SEK)","SEK","-","-","9.86","9.93","RMA"
"Swiss Franc (CHF)","CHF","115.65","118.90","117.21","118.06","RMA"
"US Dollar (USD)","USD","92.95","95.80","94.11","94.76","RMA"
